S1;S2;S3;S4;S5;Timestamp
298;67;1;21;25;2017-08-03T14:35:00+03:00
303;58;107;70;34;2017-08-03T22:45:00+03:00
132;22;23;45;155;2017-01-07T11:55:00+03:00
130;96;160;103;141;2017-01-08T10:25:00+03:00
16;111;107;188;178;2017-01-09T17:05:00+03:00
284;43;1;147;182;2016-09-30T06:00:00+03:00
239;179;158;183;50;2016-10-07T16:00:00+03:00
246;6;126;140;31;2016-10-11T07:00:00+03:00
239;82;112;166;150;2016-10-12T04:00:00+03:00
20;15;124;159;187;2016-10-28T05:00:00+03:00
219;12;107;18;169;2016-10-30T05:00:00+03:00
226;154;1;171;15;2016-12-22T20:55:00+03:00
309;187;158;179;125;2016-12-20T16:15:00+03:00
211;85;74;25;44;2016-12-23T12:00:00+03:00
207;191;128;1;38;2016-12-23T15:05:00+03:00
207;110;159;111;4;2016-12-23T16:35:00+03:00
151;196;187;109;105;2017-01-03T19:40:00+03:00
156;73;85;90;29;2017-01-04T10:30:00+03:00
161;58;194;51;97;2017-01-04T14:05:00+03:00
287;104;100;52;28;2017-06-14T06:50:00+03:00
319;78;103;164;97;2017-06-14T21:15:00+03:00
281;83;102;163;120;2017-06-17T05:30:00+03:00
279;102;176;67;114;2017-06-17T10:10:00+03:00
314;61;50;168;138;2017-06-18T00:55:00+03:00
309;149;28;71;84;2017-06-19T07:40:00+03:00
334;134;114;93;185;2017-06-19T14:10:00+03:00
359;14;146;37;151;2017-06-19T21:15:00+03:00
304;181;177;40;125;2017-06-09T05:05:00+03:00
285;12;32;158;196;2017-06-10T08:55:00+03:00
289;58;184;35;111;2017-06-10T10:00:00+03:00
30;135;73;160;11;2017-06-10T12:00:00+03:00
313;189;58;4;185;2017-06-11T01:25:00+03:00
294;27;116;96;53;2017-06-11T06:35:00+03:00
344;31;40;4;35;2017-06-12T01:20:00+03:00
321;152;1;6;89;2017-06-12T06:30:00+03:00
317;73;35;92;175;2017-06-12T07:10:00+03:00
256;189;84;165;96;2017-06-03T15:35:00+03:00
257;43;95;51;185;2017-06-03T17:25:00+03:00
24;41;121;122;83;2017-06-04T02:45:00+03:00
261;154;92;200;81;2017-06-01T18:10:00+03:00
266;76;66;15;77;2017-06-02T01:10:00+03:00
247;80;150;69;31;2017-06-02T07:40:00+03:00
261;101;174;148;111;2017-06-02T12:35:00+03:00
349;30;95;103;25;2017-06-15T21:15:00+03:00
310;3;191;183;175;2017-06-16T07:55:00+03:00
3;168;167;50;5;2017-06-16T09:00:00+03:00
315;166;76;199;132;2017-06-19T05:50:00+03:00
228;121;114;194;44;2017-06-07T12:35:00+03:00
314;148;189;142;29;2017-07-18T19:20:00+03:00
298;56;56;104;198;2017-07-19T15:35:00+03:00
301;87;3;118;151;2017-07-19T21:30:00+03:00
288;197;198;69;64;2017-07-20T01:05:00+03:00
281;26;158;24;181;2017-07-20T03:50:00+03:00
150;157;150;180;164;2017-01-10T14:10:00+03:00
152;121;85;49;99;2017-01-10T20:05:00+03:00
150;45;144;80;81;2017-01-10T23:30:00+03:00
148;175;51;30;103;2017-01-11T00:05:00+03:00
153;176;183;18;126;2017-01-11T06:50:00+03:00
193;141;150;19;169;2017-01-12T10:45:00+03:00
177;4;84;107;102;2017-01-14T14:50:00+03:00
160;173;182;69;148;2017-01-15T13:35:00+03:00
24;162;3;169;194;2016-12-22T14:35:00+03:00
227;29;138;52;86;2016-12-22T20:00:00+03:00
211;137;98;194;173;2016-12-23T12:10:00+03:00
207;31;38;23;198;2016-12-23T16:05:00+03:00
205;4;145;139;134;2016-12-23T21:35:00+03:00
2;20;115;111;48;2016-12-25T04:50:00+03:00
205;67;85;154;78;2016-12-25T22:35:00+03:00
247;97;111;60;34;2016-12-26T10:50:00+03:00
24;190;91;146;57;2016-12-26T11:50:00+03:00
208;76;27;130;108;2016-12-28T17:25:00+03:00
191;45;175;147;70;2016-12-29T06:25:00+03:00
176;2;75;144;1;2016-12-30T00:20:00+03:00
165;145;12;154;47;2016-12-30T08:30:00+03:00
138;123;193;165;23;2017-01-07T08:10:00+03:00
132;183;42;75;113;2017-01-07T22:00:00+03:00
133;125;42;147;21;2017-01-08T03:20:00+03:00
150;40;199;151;37;2017-01-03T15:55:00+03:00
148;116;87;13;35;2017-01-04T01:10:00+03:00
131;172;78;4;156;2017-01-01T21:20:00+03:00
1281372452;191;156;149;113;2017-01-02T19:40:00+03:00
1281372452;60;91;176;117;2017-01-02T21:15:00+03:00
17;44;185;34;32;2017-01-05T19:35:00+03:00
148;40;170;69;23;2017-01-10T05:05:00+03:00
237;193;70;23;126;2017-02-18T22:35:00+03:00
219;2;118;131;112;2017-02-19T15:05:00+03:00
19;172;57;79;96;2017-02-20T13:30:00+03:00
193;174;21;2;139;2017-02-20T18:55:00+03:00
21;106;67;89;4;2017-02-25T18:35:00+03:00
211;135;76;97;177;2017-02-26T03:55:00+03:00
211;28;3;153;52;2017-02-26T05:10:00+03:00
218;171;60;133;184;2017-02-26T20:05:00+03:00
201;182;135;47;125;2017-02-28T09:50:00+03:00
125;29;22;68;16;2017-01-17T11:25:00+03:00
112;109;115;81;63;2017-01-17T23:15:00+03:00
11;131;118;161;102;2017-01-18T02:45:00+03:00
880;135;120;67;29;2017-01-19T12:25:00+03:00
928;54;161;130;75;2017-01-19T21:00:00+03:00
708;190;125;55;82;2017-01-21T12:35:00+03:00
141;106;177;38;54;2017-01-16T15:05:00+03:00
1281372452;197;52;176;92;2017-01-17T07:15:00+03:00
947;77;162;36;100;2017-01-19T17:55:00+03:00
208;51;162;127;152;2017-02-14T13:15:00+03:00
233;104;142;180;170;2017-03-21T21:50:00+03:00
236;132;96;145;122;2017-08-08T16:55:00+03:00
227;95;30;83;138;2017-04-04T03:35:00+03:00
225;111;128;66;59;2017-04-05T10:00:00+03:00
205;25;132;82;51;2017-04-06T14:30:00+03:00
201;3;13;65;24;2017-04-07T04:45:00+03:00
2088768578;179;110;163;192;2017-04-07T13:10:00+03:00
224;85;115;130;61;2017-04-07T15:50:00+03:00
201;182;11;167;64;2017-04-08T08:25:00+03:00
229;90;162;190;0;2017-03-22T22:45:00+03:00
2;168;61;141;162;2017-03-22T23:05:00+03:00
204;122;55;107;177;2017-03-23T03:35:00+03:00
191;193;105;147;161;2017-03-23T09:15:00+03:00
196;88;122;29;96;2017-03-23T11:50:00+03:00
220;187;158;190;57;2017-03-30T05:10:00+03:00
249;101;15;91;18;2017-03-30T16:35:00+03:00
262;150;29;27;117;2017-03-30T19:40:00+03:00
274;69;60;70;13;2017-03-31T20:00:00+03:00
271;55;86;125;163;2017-03-31T23:25:00+03:00
264;84;124;156;32;2017-04-01T02:25:00+03:00
254;59;143;122;119;2017-04-01T18:10:00+03:00
237;121;154;28;163;2017-04-02T02:30:00+03:00
228;130;115;64;90;2017-04-02T11:40:00+03:00
233;171;133;122;173;2017-04-03T12:40:00+03:00
243;184;129;85;186;2017-04-03T17:20:00+03:00
240;152;5;187;133;2017-04-10T12:20:00+03:00
224;118;108;200;127;2017-04-12T16:50:00+03:00
233;90;121;27;111;2017-04-12T19:15:00+03:00
21;145;179;79;165;2017-04-13T12:05:00+03:00
215;117;122;95;129;2017-04-18T00:10:00+03:00
196;137;9;189;132;2017-04-18T04:35:00+03:00
198;175;47;9;184;2017-04-19T19:25:00+03:00
304;88;61;113;92;2017-08-30T08:25:00+03:00
245;169;128;189;127;2016-10-10T09:00:00+03:00
238;173;23;17;164;2016-10-15T23:00:00+03:00
262;106;47;20;6;2016-10-24T07:00:00+03:00
193;21;176;193;161;2016-11-06T21:00:00+03:00
242;155;161;171;53;2016-11-17T01:00:00+03:00
205;2;85;50;136;2016-11-27T18:00:00+03:00
226;36;14;187;152;2016-11-28T13:00:00+03:00
246;86;69;187;25;2016-12-02T09:00:00+03:00
240;29;187;131;95;2016-12-15T21:15:00+03:00
292;160;187;9;113;2016-12-17T16:10:00+03:00
299;175;158;96;102;2016-12-18T07:50:00+03:00
304;108;38;35;23;2016-12-19T00:55:00+03:00
290;163;127;150;181;2016-12-19T18:55:00+03:00
27;97;110;150;123;2016-08-02T02:00:00+03:00
34;184;130;129;194;2016-08-29T00:00:00+03:00
291;181;78;51;160;2016-08-29T21:00:00+03:00
284;133;176;127;75;2016-08-31T01:00:00+03:00
292;13;36;138;145;2016-09-05T23:00:00+03:00
280;39;200;156;133;2016-09-10T10:00:00+03:00
200;66;15;62;44;2016-10-04T08:00:00+03:00
219;74;42;67;113;2016-10-05T04:00:00+03:00
21;105;117;19;107;2016-10-05T05:00:00+03:00
294;112;148;56;25;2016-12-20T23:05:00+03:00
208;142;138;169;89;2017-05-02T10:35:00+03:00
201;119;191;101;175;2017-05-03T02:20:00+03:00
219;177;99;107;59;2017-05-03T19:15:00+03:00
219;196;55;159;49;2017-05-04T01:30:00+03:00
216;92;142;77;168;2017-05-04T02:10:00+03:00
236;12;198;193;187;2017-05-04T18:45:00+03:00
257;175;141;153;32;2017-05-12T14:40:00+03:00
255;191;96;191;128;2017-05-13T07:20:00+03:00
271;6;100;33;23;2017-05-13T18:20:00+03:00
253;20;152;23;102;2017-05-14T11:45:00+03:00
2;62;26;150;25;2017-05-15T10:50:00+03:00
260;60;56;195;171;2017-05-15T16:35:00+03:00
278;93;127;150;11;2017-05-15T21:35:00+03:00
274;18;185;149;120;2017-05-15T23:25:00+03:00
263;21;34;134;80;2017-05-16T12:30:00+03:00
258;46;54;3;171;2017-05-17T09:45:00+03:00
219;96;147;127;83;2017-05-19T06:55:00+03:00
225;176;42;83;180;2017-05-09T03:55:00+03:00
250;58;108;119;83;2017-05-10T13:15:00+03:00
268;50;121;136;82;2017-05-10T17:25:00+03:00
30;44;151;120;18;2017-07-19T02:00:00+03:00
262;49;43;169;49;2017-07-22T03:15:00+03:00
262;123;120;87;186;2017-08-17T14:15:00+03:00
258;172;113;159;162;2017-08-18T10:45:00+03:00
222;83;25;100;34;2017-08-20T01:40:00+03:00
28;125;137;59;128;2017-08-22T23:50:00+03:00
272;117;153;84;128;2017-08-23T02:30:00+03:00
250;151;107;160;152;2017-08-24T06:40:00+03:00
27;62;138;40;142;2017-08-24T17:40:00+03:00
264;28;175;6;78;2017-08-25T06:50:00+03:00
308;159;136;142;170;2017-08-30T05:00:00+03:00
297;112;100;54;87;2017-08-28T05:05:00+03:00
289;65;111;61;76;2017-08-29T04:45:00+03:00
287;1;61;60;25;2017-08-29T12:45:00+03:00
313;53;47;152;46;2017-08-29T17:15:00+03:00
28;78;155;142;29;2017-08-15T22:10:00+03:00
268;85;142;69;149;2017-08-16T04:25:00+03:00
195;149;34;24;21;2017-02-27T14:50:00+03:00
203;32;168;170;144;2017-02-28T12:05:00+03:00
201;28;15;57;130;2017-03-02T06:40:00+03:00
201;154;90;64;181;2017-04-08T09:50:00+03:00
233;49;193;16;189;2017-04-09T06:40:00+03:00
225;92;145;73;114;2017-04-09T09:15:00+03:00
2136941910;98;58;72;105;2017-04-11T12:35:00+03:00
235;82;63;26;126;2017-04-12T22:10:00+03:00
213;104;29;6;95;2017-04-13T12:50:00+03:00
2136941910;58;155;181;135;2017-04-13T13:20:00+03:00
204;88;122;16;84;2017-03-23T14:10:00+03:00
253;134;79;175;157;2017-03-30T17:15:00+03:00
247;81;151;7;160;2017-04-02T20:35:00+03:00
243;113;98;104;134;2017-04-03T20:20:00+03:00
250;184;170;160;47;2017-04-05T01:05:00+03:00
242;55;107;3;152;2017-04-06T00:00:00+03:00
205;200;96;152;71;2017-04-06T13:50:00+03:00
224;188;167;59;55;2017-04-06T18:00:00+03:00
263;74;131;122;178;2017-04-01T02:15:00+03:00
193;157;105;189;131;2017-02-20T23:00:00+03:00
21;141;5;82;40;2017-02-21T10:15:00+03:00
194;140;112;124;46;2017-02-23T11:05:00+03:00
198;1;140;122;149;2017-02-23T21:30:00+03:00
203;185;95;35;119;2017-02-24T00:20:00+03:00
206;30;199;194;82;2017-02-24T16:40:00+03:00
204;147;181;107;13;2017-02-24T21:10:00+03:00
208;133;24;147;55;2017-02-26T07:40:00+03:00
207;101;85;63;178;2017-02-26T12:50:00+03:00
262;96;40;99;97;2017-04-25T02:05:00+03:00
229;163;47;60;61;2017-04-25T17:50:00+03:00
179;56;21;164;80;2017-04-26T14:55:00+03:00
205;82;79;172;65;2017-04-29T12:50:00+03:00
234;40;167;35;124;2017-04-30T00:25:00+03:00
2088768578;38;67;52;33;2017-05-01T03:30:00+03:00
215;14;61;105;128;2017-04-15T09:35:00+03:00
216;13;44;192;101;2017-04-15T19:50:00+03:00
20;130;149;108;102;2017-04-16T10:15:00+03:00
199;95;172;189;32;2017-04-16T12:45:00+03:00
193;141;189;79;188;2017-04-17T04:35:00+03:00
215;148;150;42;191;2017-04-17T08:15:00+03:00
224;52;21;41;117;2017-04-17T20:50:00+03:00
2088768578;185;145;76;77;2017-04-24T06:10:00+03:00
266;118;139;57;25;2017-04-24T19:30:00+03:00
2667198563;41;106;91;67;2017-04-25T00:45:00+03:00
234;39;91;178;138;2017-04-21T21:40:00+03:00
204;109;117;96;93;2017-04-22T03:00:00+03:00
190;92;41;39;174;2017-04-22T09:55:00+03:00
241;111;13;5;157;2017-04-22T15:10:00+03:00
251;29;120;129;120;2017-04-22T18:15:00+03:00
184;95;114;153;44;2017-04-18T08:25:00+03:00
184;148;175;108;26;2017-04-18T10:40:00+03:00
180;15;140;15;10;2017-04-19T02:40:00+03:00
219;181;51;68;191;2017-04-19T08:35:00+03:00
198;155;190;15;12;2017-04-19T19:35:00+03:00
206;160;117;76;160;2017-04-20T19:00:00+03:00
196;23;63;46;191;2017-04-28T13:05:00+03:00
240;98;124;23;103;2017-07-04T08:00:00+03:00
253;88;194;171;6;2017-07-05T08:25:00+03:00
293;14;69;64;149;2017-07-06T03:45:00+03:00
283;59;86;188;157;2017-07-06T09:20:00+03:00
301;170;65;77;19;2017-07-07T07:55:00+03:00
298;137;142;4;80;2017-07-07T11:10:00+03:00
266;43;114;199;170;2017-07-09T03:15:00+03:00
279;80;113;59;161;2017-06-29T18:30:00+03:00
258;186;8;57;78;2017-06-30T16:00:00+03:00
249;89;155;92;6;2017-06-30T23:50:00+03:00
237;75;6;28;16;2017-07-01T07:20:00+03:00
2;199;120;139;196;2017-07-01T18:05:00+03:00
247;58;39;4;107;2017-07-04T02:35:00+03:00
239;153;15;24;60;2017-07-11T04:45:00+03:00
256;180;15;125;37;2017-07-11T19:35:00+03:00
259;187;9;49;110;2017-07-11T21:15:00+03:00
260;75;192;142;64;2017-07-12T13:35:00+03:00
344;181;51;173;58;2017-06-23T18:45:00+03:00
332;190;30;178;75;2017-06-24T01:50:00+03:00
317;17;114;67;150;2017-06-25T02:40:00+03:00
304;145;78;121;156;2017-06-25T06:45:00+03:00
3;41;128;194;173;2017-06-25T14:30:00+03:00
318;138;41;136;114;2017-06-25T16:30:00+03:00
310;114;146;39;5;2017-06-26T02:05:00+03:00
285;35;182;171;97;2017-06-28T09:35:00+03:00
289;187;87;39;78;2017-06-28T19:25:00+03:00
344;115;23;38;51;2017-06-20T11:30:00+03:00
370;84;67;138;155;2017-06-20T22:10:00+03:00
34;31;148;94;177;2017-06-21T05:10:00+03:00
319;6;165;38;84;2017-06-22T09:00:00+03:00
295;136;197;15;98;2017-07-17T20:00:00+03:00
269;152;47;115;186;2017-07-18T09:45:00+03:00
170;117;174;168;83;2017-01-15T00:30:00+03:00
14;50;59;21;160;2017-01-16T14:15:00+03:00
908;100;108;103;14;2017-01-19T15:10:00+03:00
148;130;48;74;82;2016-12-31T05:30:00+03:00
143;38;46;147;90;2016-12-31T10:10:00+03:00
129;40;10;22;20;2017-01-01T15:30:00+03:00
1281372452;182;176;31;36;2017-01-02T17:55:00+03:00
129;124;45;45;5;2017-01-02T19:00:00+03:00
1281372452;23;176;26;66;2017-01-03T01:15:00+03:00
230;176;59;159;54;2017-02-16T21:05:00+03:00
233;82;195;108;4;2017-02-18T16:00:00+03:00
223;67;70;62;113;2017-02-19T09:55:00+03:00
219;3;147;136;168;2017-02-19T20:20:00+03:00
151;14;8;107;112;2017-01-10T23:50:00+03:00
199;38;96;3;162;2017-01-12T14:50:00+03:00
30;43;123;185;182;2016-08-19T10:00:00+03:00
337;65;109;20;186;2016-08-25T15:00:00+03:00
374;9;72;14;36;2016-08-26T20:00:00+03:00
296;50;197;14;134;2016-08-29T16:00:00+03:00
312;50;11;168;154;2016-09-11T03:00:00+03:00
301;167;163;165;83;2016-12-18T21:30:00+03:00
243;51;115;88;14;2016-09-19T17:00:00+03:00
215;193;74;189;50;2017-05-02T02:50:00+03:00
194;68;72;181;99;2017-05-03T08:25:00+03:00
269;186;179;66;138;2017-05-23T11:45:00+03:00
27;25;0;46;87;2017-05-23T13:15:00+03:00
283;11;106;23;0;2017-05-25T11:55:00+03:00
2725081825;65;86;20;178;2017-05-26T12:25:00+03:00
319;200;35;96;58;2017-05-28T21:55:00+03:00
300;146;54;148;139;2017-05-29T18:35:00+03:00
285;147;39;100;143;2017-05-30T00:20:00+03:00
219;154;7;72;133;2017-05-20T07:35:00+03:00
219;69;115;49;141;2017-05-20T09:35:00+03:00
224;41;38;63;26;2017-05-21T05:00:00+03:00
254;152;104;182;37;2017-05-08T07:05:00+03:00
270;134;146;7;71;2017-05-11T10:30:00+03:00
217;0;46;129;165;2017-05-19T07:40:00+03:00
239;23;160;51;199;2017-05-09T22:50:00+03:00
237;110;118;163;87;2017-05-10T00:35:00+03:00
259;180;35;99;34;2017-05-14T00:50:00+03:00
272;24;108;64;45;2017-05-14T16:25:00+03:00
27;197;172;148;110;2017-08-05T20:30:00+03:00
227;34;108;82;72;2017-08-07T11:40:00+03:00
237;80;69;97;40;2017-08-07T13:35:00+03:00
246;193;0;145;181;2017-08-08T01:00:00+03:00
212;77;34;98;131;2017-08-09T09:25:00+03:00
200;7;31;176;197;2017-08-10T09:05:00+03:00
271;131;123;96;143;2017-08-01T05:25:00+03:00
27;27;104;125;130;2017-08-01T17:35:00+03:00
272;6;166;55;169;2017-08-01T22:05:00+03:00
269;65;71;195;97;2017-08-02T03:45:00+03:00
263;128;127;104;58;2017-08-02T05:50:00+03:00
297;153;157;35;20;2017-08-03T14:10:00+03:00
281;1;114;142;171;2017-08-04T13:40:00+03:00
252;12;57;59;174;2017-07-28T02:05:00+03:00
260;41;43;126;33;2017-07-28T22:05:00+03:00
262;60;33;79;102;2017-07-22T12:50:00+03:00
246;99;22;80;165;2017-07-24T06:30:00+03:00
226;54;72;26;107;2017-07-24T14:00:00+03:00
234;58;161;46;154;2017-07-24T17:10:00+03:00
228;187;133;160;144;2017-07-25T06:30:00+03:00
218;180;45;173;9;2017-07-25T12:20:00+03:00
205;13;74;136;9;2017-08-12T09:35:00+03:00
208;173;97;134;151;2017-08-12T10:30:00+03:00
239;185;92;76;77;2017-08-13T05:50:00+03:00
239;28;63;14;65;2017-08-13T09:25:00+03:00
271;162;64;149;77;2017-08-15T07:25:00+03:00
30;95;60;96;18;2017-07-18T16:50:00+03:00
208;49;15;192;185;2017-03-02T09:25:00+03:00
150;67;180;158;144;2017-03-07T13:00:00+03:00
250;88;121;1;62;2017-03-22T05:10:00+03:00
203;171;143;25;61;2017-03-23T04:00:00+03:00
196;199;117;195;8;2017-03-23T11:45:00+03:00
189;190;194;53;133;2017-03-23T19:45:00+03:00
247;136;95;77;135;2017-04-05T02:50:00+03:00
204;138;113;21;125;2017-04-06T09:05:00+03:00
205;81;55;180;55;2017-04-06T14:20:00+03:00
235;136;104;177;14;2017-04-07T18:45:00+03:00
2;68;48;200;189;2017-04-08T00:35:00+03:00
2088768578;83;83;144;58;2017-03-30T07:20:00+03:00
236;119;200;75;3;2017-03-30T13:50:00+03:00
268;70;134;78;140;2017-03-30T23:15:00+03:00
246;105;19;150;113;2017-04-02T22:20:00+03:00
243;45;149;160;35;2017-04-03T18:35:00+03:00
204;68;89;154;62;2017-02-23T20:10:00+03:00
206;168;195;2;67;2017-02-24T01:55:00+03:00
216;13;111;0;41;2017-02-24T08:10:00+03:00
20;185;67;105;39;2017-02-25T00:10:00+03:00
196;94;194;66;0;2017-02-25T14:05:00+03:00
211;36;98;179;10;2017-02-26T15:50:00+03:00
2667198563;194;97;151;92;2017-04-10T19:15:00+03:00
229;76;156;152;80;2017-05-03T23:40:00+03:00
2088768578;19;107;165;189;2017-05-04T04:00:00+03:00
219;138;79;28;177;2017-05-04T12:35:00+03:00
252;199;3;120;178;2017-05-05T18:30:00+03:00
261;47;189;196;68;2017-05-06T01:25:00+03:00
2667198563;125;58;174;189;2017-05-06T13:10:00+03:00
266;45;18;80;88;2017-05-06T15:30:00+03:00
270;182;97;151;53;2017-05-06T16:55:00+03:00
2725081825;168;74;112;73;2017-05-06T20:20:00+03:00
242;129;8;143;164;2017-05-08T12:20:00+03:00
241;121;101;151;65;2017-05-08T19:10:00+03:00
2725081825;154;20;66;100;2017-05-23T04:10:00+03:00
283;100;108;167;176;2017-05-23T15:50:00+03:00
284;108;190;99;158;2017-05-24T02:50:00+03:00
268;163;173;89;160;2017-05-24T08:05:00+03:00
289;165;2;48;173;2017-05-24T15:55:00+03:00
299;66;108;197;183;2017-05-24T23:35:00+03:00
279;104;106;106;11;2017-05-25T04:20:00+03:00
268;9;100;58;84;2017-05-25T09:05:00+03:00
30;8;144;72;160;2017-05-25T15:45:00+03:00
314;104;182;47;87;2017-05-25T17:15:00+03:00
307;196;94;51;196;2017-05-27T15:05:00+03:00
280;67;37;87;173;2017-05-29T12:05:00+03:00
215;117;18;125;198;2017-04-28T22:25:00+03:00
170;72;168;73;57;2017-04-29T09:05:00+03:00
174;94;138;200;77;2017-04-29T09:40:00+03:00
201;172;140;38;188;2017-05-01T07:50:00+03:00
211;29;91;12;175;2017-05-01T11:35:00+03:00
239;167;136;178;174;2017-05-10T12:05:00+03:00
270;109;23;22;150;2017-05-16T13:50:00+03:00
296;158;19;43;149;2017-05-16T22:20:00+03:00
225;38;46;76;154;2017-05-19T03:55:00+03:00
270;21;56;198;183;2017-05-11T06:10:00+03:00
2725081825;12;85;84;72;2017-05-11T11:30:00+03:00
261;71;181;61;7;2017-05-12T16:00:00+03:00
265;137;114;10;182;2017-05-12T17:45:00+03:00
256;100;155;100;149;2017-05-12T23:35:00+03:00
28;159;168;126;65;2017-06-17T07:40:00+03:00
283;178;30;29;184;2017-06-17T11:30:00+03:00
340;114;66;191;198;2017-06-18T20:15:00+03:00
30;82;85;29;6;2017-06-09T18:35:00+03:00
292;118;132;124;198;2017-06-10T04:35:00+03:00
315;67;197;69;5;2017-06-10T15:55:00+03:00
290;186;106;121;68;2017-06-11T08:30:00+03:00
34;94;173;129;150;2017-06-11T17:10:00+03:00
309;63;115;69;148;2017-06-12T08:40:00+03:00
319;52;10;4;137;2017-06-13T23:10:00+03:00
315;65;75;193;187;2017-06-14T17:40:00+03:00
299;99;37;141;150;2017-06-15T03:40:00+03:00
296;70;2;73;79;2017-06-15T08:50:00+03:00
259;193;137;90;200;2017-06-01T17:15:00+03:00
266;135;55;93;120;2017-06-02T00:30:00+03:00
246;9;73;74;42;2017-06-02T10:15:00+03:00
272;55;26;129;172;2017-06-02T17:05:00+03:00
254;55;69;38;141;2017-06-03T13:40:00+03:00
225;56;40;72;64;2017-06-06T14:00:00+03:00
233;88;156;190;62;2017-06-06T16:50:00+03:00
226;34;188;174;41;2017-06-07T03:15:00+03:00
221;174;193;169;172;2017-06-07T08:15:00+03:00
228;132;118;155;89;2017-06-07T13:30:00+03:00
255;40;118;71;175;2017-06-07T21:25:00+03:00
252;53;67;136;128;2017-06-08T00:10:00+03:00
289;37;32;123;179;2017-06-09T11:15:00+03:00
30;98;138;102;124;2017-06-09T16:45:00+03:00
242;160;13;182;53;2017-06-06T03:35:00+03:00
257;102;15;35;162;2017-05-30T13:00:00+03:00
248;167;127;179;54;2017-05-31T10:45:00+03:00
259;100;139;98;189;2017-05-31T15:10:00+03:00
252;140;163;199;115;2017-05-31T17:30:00+03:00
243;64;44;200;23;2017-06-04T18:10:00+03:00
252;195;34;166;29;2017-05-30T09:50:00+03:00
263;35;115;33;93;2017-05-30T14:55:00+03:00
327;92;158;99;94;2017-06-18T16:40:00+03:00
100;63;180;128;191;2017-01-19T00:40:00+03:00
842;14;172;78;186;2017-01-20T03:25:00+03:00
746;48;132;135;29;2017-01-20T08:55:00+03:00
813;75;197;104;34;2017-01-21T00:35:00+03:00
708;79;68;91;176;2017-01-21T09:50:00+03:00
717;34;23;179;172;2017-01-21T10:05:00+03:00
196;179;118;102;48;2017-01-12T12:45:00+03:00
204;82;133;54;111;2017-01-13T21:20:00+03:00
145;130;65;64;157;2017-01-07T03:25:00+03:00
142;37;47;113;102;2017-01-09T08:55:00+03:00
154;183;61;187;12;2017-01-09T17:55:00+03:00
784;160;97;21;181;2017-01-22T04:40:00+03:00
746;101;121;39;119;2017-01-23T14:20:00+03:00
842;194;3;45;172;2017-01-23T20:25:00+03:00
765;32;67;161;21;2017-01-24T06:00:00+03:00
207;61;125;40;40;2017-02-14T12:40:00+03:00
174;132;126;149;163;2017-01-14T16:25:00+03:00
173;66;186;179;70;2017-01-14T21:40:00+03:00
165;75;162;131;193;2017-01-15T08:00:00+03:00
145;189;136;199;136;2017-01-16T06:30:00+03:00
14;114;165;181;182;2017-01-16T13:20:00+03:00
126;152;66;3;163;2017-01-17T10:30:00+03:00
213;54;156;6;128;2017-02-14T19:20:00+03:00
2136941910;124;27;130;126;2017-02-14T19:30:00+03:00
229;192;124;176;143;2017-02-15T12:10:00+03:00
279;34;189;99;7;2016-08-05T05:00:00+03:00
320;69;62;9;142;2016-08-10T02:00:00+03:00
243;26;3;148;45;2016-08-30T11:00:00+03:00
293;132;79;78;141;2016-09-25T00:00:00+03:00
248;84;28;192;196;2016-10-11T11:00:00+03:00
221;35;185;3;133;2016-10-23T05:00:00+03:00
222;49;34;98;126;2017-04-14T14:45:00+03:00
225;162;138;159;141;2017-04-14T15:25:00+03:00
215;135;54;134;34;2017-04-15T23:30:00+03:00
218;177;53;38;10;2017-04-20T08:45:00+03:00
221;19;1;134;24;2017-04-20T15:35:00+03:00
18;27;1;39;32;2017-04-21T04:45:00+03:00
171;75;30;12;121;2017-04-21T05:20:00+03:00
211;113;41;104;39;2017-04-22T01:55:00+03:00
208;169;192;94;87;2017-04-23T08:10:00+03:00
198;0;20;89;72;2017-04-12T10:30:00+03:00
220;171;96;148;3;2017-04-13T04:25:00+03:00
206;46;150;109;19;2017-04-13T08:35:00+03:00
201;164;135;106;20;2017-04-14T05:45:00+03:00
19;2;128;122;120;2017-04-27T21:50:00+03:00
178;55;124;143;199;2017-04-28T09:15:00+03:00
223;152;2;199;167;2017-07-02T05:50:00+03:00
257;74;6;154;67;2017-08-16T11:05:00+03:00
278;140;162;189;175;2017-08-17T23:25:00+03:00
2725081825;101;36;3;17;2017-08-18T01:55:00+03:00
250;129;179;188;115;2017-08-18T08:45:00+03:00
252;186;131;84;95;2017-08-19T03:35:00+03:00
233;4;94;163;170;2017-08-19T10:05:00+03:00
247;118;182;36;23;2017-08-19T16:35:00+03:00
242;76;113;96;169;2017-08-21T23:35:00+03:00
240;158;14;95;185;2017-08-22T12:55:00+03:00
269;168;199;65;58;2017-08-22T17:00:00+03:00
298;166;142;128;78;2017-08-03T03:25:00+03:00
297;168;68;51;166;2017-08-04T02:40:00+03:00
292;158;142;120;20;2017-08-04T20:30:00+03:00
